"clinical_product_rxcui","dose_form_rxcui"
"2122656","317541"
"899590","316949"
"308392","316945"
"1598470","346286"
"581660","346286"
"1148141","721656"
"1603495","316987"
"283219","106332"
"1996204","317541"
"197709","316982"
"308725","316965"
"1442168","316965"
"349208","317541"
"1049402","346165"
"204760","316969"
"1485068","1484929"
"597984","317541"
"1305263","1649572"
"2123194","317541"
"1043605","316982"
"197963","317541"
"1302346","316942"
"402245","316965"
"2058924","317541"
"200243","346161"
"1052690","316982"
"198001","317541"
"1801289","316945"
"2046379","721656"
"900014","316949"
"2267211","1649574"
"896209","744995"
"198000","317541"
"1013930","316945"
"1359363","316985"
"1862101","317000"
"314266","316985"
"852271","316949"
"1649602","1649570"
"1250685","316969"
"2281302","316985"
"864718","317541"
"2261758","316987"
"1657147","316965"
"1928862","1649572"
"197687","316965"
"1050671","346165"
"1303727","316985"
"251201","316965"
"2377385","316965"
"429042","317541"
"1599164","1792831"
"347123","316999"
"1736784","1649574"
"310625","316968"
"992809","1649574"
"900983","316945"
"1999388","317541"
"993943","316965"
"2595961","721656"
"855869","316943"
"312988","346161"
"722293","317541"
"2587898","317541"
"861232","316943"
"1867938","1649574"
"852327","316949"
"859077","317541"
"1232113","721656"
"1790344","1649574"
"1720765","1649574"
"2117337","346169"
"861668","1797831"
"198555","316982"
"1808234","1649574"
"1744005","317541"
"2475854","317541"
"1923432","7670"
"197405","316985"
"309710","1649574"
"315234","317541"
"1367426","316945"
"142113","317541"
"308411","10312"
"597772","1861409"
"2045404","1649574"
"998254","317541"
"835547","316985"
"1795150","1649574"
"252931","1649574"
"310982","316982"
"1482507","317541"
"1737559","1649574"
"250387","106332"
"809206","797271"
"895704","316949"
"310986","316965"
"1721312","317541"
"903841","317541"
"1375948","10312"
"1114508","316965"
"905162","316965"
"312138","317541"
"1145991","317541"
"1300382","721656"
"1012737","316949"
"311447","1649574"
"646456","317009"
"359221","317541"
"1855193","317541"
"855861","316943"
"1921772","402496"
"847074","316965"
"994796","317541"
"2003403","317009"
"1726333","1649574"
"800416","316949"
"2532318","317541"
"348719","346161"
"992150","317541"
"2395769","744995"
"892678","316978"
"1367225","317541"
"1737244","1649574"
"1432488","316965"
"309783","1649574"
"1013916","316949"
"1249629","316964"
"411081","316965"
"2205512","1649574"
"804156","1856271"
"197362","316983"
"2594496","317541"
"1119631","316968"
"1654179","1649571"
"978573","7670"
"245136","316987"
"884221","1649574"
"687424","317541"
"1302289","316986"
"1093280","316949"
"582615","316999"
"1716081","858080"
"486501","1649574"
"896198","316949"
"259021","316982"
"687099","316965"
"2585462","316945"
"2539228","91058"
"758159","721656"
"249277","316968"
"1649975","1649574"
"1648783","744995"
"1730213","316965"
"977860","317541"
"1650274","316968"
"1790679","316969"
"311573","316985"
"106387","316982"
"830874","316945"
"1667885","2284289"
"252062","316978"
"1537767","317541"
"2167557","316965"
"2570417","317541"
"2536443","1649574"
"995120","316969"
"412174","316965"
"852375","316949"
"2591806","1797831"
"308970","7670"
"578124","316965"
"749786","317541"
"197441","317541"
"308763","316969"
"978736","721656"
"2288430","316965"
"245443","316945"
"248155","316986"
"900091","316949"
"283671","317541"
"1369775","317541"
"315102","316968"
"1867544","1540455"
"1423807","1649574"
"993687","317541"
"313284","1649574"
"198105","317541"
"616810","316986"
"1085745","316983"
"2059283","317541"
"2058866","1649574"
"1251296","317541"
"310759","316982"
"2167829","316949"
"1090946","316968"
"1111003","316985"
"311425","317541"
"855942","317541"
"238003","316987"
"104894","316942"
"1115573","1797831"
"433801","316945"
"283485","316942"
"581223","316965"
"2531368","91058"
"259034","1732876"
"198145","317541"
"2200652","317541"
"1359154","317541"
"1735013","1649574"
"1373014","316969"
"2054989","317541"
"616805","346285"
"1941643","316986"
"198275","317541"
"897361","316949"
"2590616","317691"
"2170258","1649574"
"2105413","721656"
"312301","316945"
"1000647","7670"
"2170292","1649574"
"1606488","1792831"
"654353","317541"
"197581","317541"
"1652644","1649572"
"313110","316965"
"866486","346289"
"2001486","316945"
"898337","316949"
"1193358","1649574"
"485436","317541"
"859824","316949"
"2123176","317541"
"1550721","317007"
"861753","317541"
"2471095","316985"
"643109","317541"
"1649008","1792831"
"543460","316982"
"309150","316969"
"2585468","316945"
"892255","317541"
"597967","317541"
"197446","317541"
"900095","316949"
"889527","316949"
"2265162","316964"
"905041","317541"
"198334","317541"
"476362","316943"
"2268311","1649574"
"1812095","721656"
"312018","316943"
"197854","316965"
"835886","316968"
"578732","317541"
"1190166","346165"
"1052679","317541"
"1300481","316982"
"1723745","1649574"
"243998","317541"
"1099870","10312"
"1044349","316949"
"1244700","316945"
"2560085","1649574"
"606971","316965"
"248389","346284"
"1736051","1861409"
"1374380","316965"
"1595746","316945"
"309683","316964"
"897612","316943"
"730044","721656"
"904773","316986"
"1049543","316945"
"313552","316985"
"1098122","721656"
"2479567","1649574"
"313386","317541"
"876529","317541"
"310671","317541"
"238755","1649574"
"242729","316982"
"2054257","316965"
"2169300","317541"
"1807550","1649574"
"314268","316982"
"854830","316965"
"1731995","1649572"
"283600","317541"
"310005","316965"
"250912","316982"
"314238","7670"
"829734","1649574"
"1098765","317541"
"197650","317541"
"2099695","1649570"
"636042","317541"
"2176316","1649570"
"1011993","316949"
"204451","316964"
"284205","317541"
"896140","316949"
"2267576","1649574"
"2590631","317691"
"967724","316949"
"198312","316965"
"1041798","7670"
"359144","316945"
"729534","317541"
"1728288","316985"
"2569603","1649572"
"1995088","316982"
"313578","316949"
"2121766","316965"
"1670274","316942"
"830785","317541"
"597666","316982"
"1439837","317541"
"1871434","316945"
"1249797","316965"
"891644","316949"
"199858","316986"
"998212","721656"
"1871420","317541"
"248656","317541"
"1043785","316949"
"2272633","126542"
"1237064","346163"
"238272","7067"
"1011991","316949"
"1487361","721656"
"896196","316949"
"1020477","316965"
"1052637","317541"
"992766","11103"
"199450","317541"
"1232104","346165"
"1542997","316987"
"1250189","316992"
"1190220","2284289"
"1052692","316982"
"1666549","316965"
"968420","316949"
"579601","91058"
"2106375","1649574"
"200343","316965"
"1486983","317678"
"899461","316943"
"284988","316995"
"2170278","1649574"
"2283507","317541"
"854177","657710"
"242691","1649574"
"402011","1649574"
"2199020","317541"
"1649425","317541"
"725094","2107950"
"1542804","316982"
"1650899","1649570"
"897970","316949"
"310477","1649574"
"2477889","1649574"
"901473","316949"
"1012345","316982"
"198148","317541"
"999991","317541"
"309113","316969"
"2108924","316965"
"310994","1649574"
"314146","317541"
"309393","316983"
"1788958","1788819"
"994430","346289"
"894859","316965"
"309649","7670"
"1653579","1649574"
"477589","7670"
"198372","317541"
"759742","317541"
"310352","316969"
"1041518","346286"
"2362180","316965"
"889565","316949"
"1086997","316965"
"237739","91058"
"845507","317541"
"881314","91058"
"252296","346286"
"885857","316965"
"1657005","1649574"
"1791842","1649574"
"2100024","317541"
"1795581","317541"
"403841","316942"
"198197","317541"
"105585","317541"
"2122658","317541"
"763597","316942"
"1866551","1649574"
"835894","316965"
"351254","317541"
"308963","317541"
"2472327","1649574"
"1726271","1649574"
"2390630","316968"
"852305","316949"
"312997","346161"
"1013972","316949"
"199352","317541"
"283473","316982"
"1046250","316985"
"1298091","316965"
"901385","316949"
"1743726","1649574"
"1053386","316983"
"2049269","317541"
"402248","1649574"
"309289","316982"
"1721473","1649574"
"1090743","317541"
"1718934","1649574"
"2176009","317541"
"852584","316949"
"1990857","1649574"
"1993220","316968"
"603203","317541"
"1291239","317541"
"833213","316995"
"1721475","1649574"
"198189","316965"
"2461536","1649574"
"1545048","346169"
"644109","316992"
"801923","152903"
"1251323","317541"
"855923","346286"
"1301016","317541"
"884655","317541"
"313049","316986"
"2586589","317690"
"1871460","91058"
"1049154","316945"
"1738515","317541"
"1359455","316968"
"1369783","721656"
"1310125","316982"
"237867","91058"
"1810787","316995"
"248684","316982"
"2054096","317541"
"1666798","1649574"
"308409","10312"
"977909","316945"
"1860239","1649574"
"1012015","316964"
"197557","317541"
"637518","11103"
"2280755","721656"
"979432","1649574"
"200224","317541"
"901264","316949"
"828320","317541"
"2284286","91058"
"150985","152903"
"311928","316985"
"2380849","721656"
"432400","317541"
"2170245","1649574"
"197906","1649574"
"994535","317541"
"1357894","316945"
"637211","316965"
"1864412","317007"
"1437968","316965"
"1233196","316985"
"1041495","316986"
"1049072","316985"
"1659800","346285"
"1247658","317541"
"722122","317541"
"2183701","316943"
"806727","316962"
"2588237","1649574"
"1044510","316949"
"995868","316968"
"1246528","316975"
"313217","316965"
"411557","316965"
"259152","316965"
"308047","317541"
"809316","316955"
"1372891","346286"
"309714","7670"
"753436","316987"
"1006305","316949"
"900763","316949"
"1294033","346165"
"1728791","1649574"
"485536","316968"
"876980","316983"
"865123","317541"
"318179","317541"
"544109","346286"
"1112220","316968"
"2392140","1649574"
"1006482","316949"
"1113314","317541"
"313199","346286"
"197465","317541"
"2167565","316965"
"1873992","317541"
"2558603","1540456"
"707195","316965"
"900024","316949"
"1603363","316965"
"1047437","721656"
"1293239","317541"
"581658","346286"
"900890","316945"
"313009","317541"
"828749","1649574"
"901310","316949"
"1244950","316945"
"2587748","316985"
"430425","317541"
"899632","316949"
"902985","316949"
"197412","316965"
"2394941","316965"
"1988652","1649574"
"2166148","1649574"
"1091389","91058"
"605320","346289"
"2183125","316965"
"1044298","316949"
"2563047","1649574"
"416916","316982"
"2048979","1649574"
"967030","316949"
"1737451","1649574"
"1014328","316949"
"313123","316969"
"2180330","317541"
"2049860","317541"
"904806","316949"
"904411","316949"
"2396891","1649574"
"1000897","7670"
"1595740","316945"
"2596864","346286"
"2044878","346286"
"899596","316949"
"847915","1649571"
"309606","316965"
"1737763","1649574"
"896302","316949"
"105292","316968"
"1987674","346165"
"583002","316986"
"1291986","317541"
"596940","316986"
"2531374","1649574"
"1719222","1649574"
"749155","317541"
"347697","316999"
"2172190","317541"
"856605","317541"
"197730","316968"
"855288","317541"
"197710","317541"
"860749","316949"
"1037184","317541"
"904800","316949"
"2571682","1649574"
"2382992","317541"
"2383957","317541"
"1094083","316949"
"2362013","346169"
"562508","317541"
"967061","316949"
"1305217","316949"
"312076","316942"
"1599652","1792831"
"1797883","1797831"
"966942","316949"
"1193339","317541"
"348987","316999"
"1248440","316982"
"966962","316949"
"198142","317541"
"1534800","1649571"
"1099638","91058"
"1052670","316965"
"259768","316965"
"2167573","316965"
"2257297","1649574"
"1544465","317541"
"1648110","316985"
"198076","317541"
"844372","797271"
"2472335","1649574"
"1729063","317541"
"884198","317541"
"1546172","721656"
"359734","316965"
"1798387","317000"
"1537911","316982"
"2057209","1649574"
"2047633","1540456"
"313770","317541"
"1044492","316949"
"349410","316949"
"1543729","316965"
"1946583","1797831"
"2262178","316965"
"310289","316965"
"1304111","317541"
"1001437","317541"
"1041800","316965"
"1375942","316965"
"756209","316968"
"790473","2269575"
"251577","316986"
"312173","316999"
"1011707","1649573"
"1362812","316965"
"1596781","346286"
"313634","316945"
"310468","91344"
"1926849","316942"
"2043919","346286"
"199890","317541"
"197666","317541"
"1716209","1540456"
"832909","91058"
"1663815","316942"
"1299859","317541"
"1482813","721656"
"1653217","1540455"
"889656","316949"
"240812","106332"
"313990","317541"
"762598","316995"
"104208","1649574"
"1013665","316945"
"883808","797271"
"637254","316945"
"1663224","1649574"
"1307419","316965"
"309394","316984"
"2551211","316965"
"312552","317541"
"1942482","317541"
"730988","317541"
"2379633","721656"
"995607","317541"
"669081","346286"
"106258","316982"
"198042","317541"
"1374851","316982"
"2119563","316943"
"1922876","7670"
"349477","317541"
"1545306","91058"
"1652634","1540455"
"562600","316955"
"199866","316965"
"1361577","1649574"
"2472324","316968"
"204890","11108"
"546477","317004"
"1368438","317541"
"252468","316965"
"1603498","316987"
"198077","317541"
"308866","316949"
"153323","1649574"
"245135","316987"
"800472","316951"
"1362132","316964"
"967924","316949"
"849574","317541"
"903916","316949"
"1291286","317541"
"855818","317541"
"1604539","1649571"
"312289","317541"
"1291083","346163"
"349490","317541"
"237656","316949"
"2045636","1649570"
"1000486","317541"
"1099563","316945"
"2166193","1649574"
"2001565","316945"
"615107","1649574"
"1442261","316982"
"968400","316949"
"282486","316949"
"833082","316949"
"856840","317541"
"2107345","317541"
"889577","316949"
"848744","317541"
"1044341","316949"
"1049137","316978"
"581296","316965"
"1431286","316965"
"2123131","317541"
"1552343","316965"
"2477637","91058"
"351209","1649574"
"855312","317541"
"894749","316949"
"347835","316999"
"853251","1792831"
"897374","316949"
"2044714","316945"
"1654077","1649574"
"349479","317541"
"2586034","1649574"
"311501","316985"
"1000070","316965"
"1357883","316945"
"1039679","1792831"
"730834","316945"
"197839","317541"
"833204","316995"
"1099288","317541"
"312891","346286"
"892246","317541"
"1302650","316943"
"1307253","317541"
"1649485","317541"
"1732186","1649574"
"1046610","126542"
"763306","317690"
"1860485","1649574"
"1719286","1649574"
"402131","317541"
"312440","317541"
"311913","316969"
"199857","317541"
"197979","317541"
"1720617","316982"
"1006116","797271"
"2541170","1649574"
"722253","316987"
"1302351","317541"
"198314","316965"
"197512","317541"
"2048917","2107950"
"2118581","316942"
"852529","316949"
"310212","317541"
"1011482","316942"
"282609","316949"
"2282031","1649574"
"1373501","317541"
"835913","317541"
"243463","316969"
"846931","316965"
"1421985","317541"
"1719000","1649574"
"1602038","1649572"
"1723740","1649574"
"861494","1649572"
"801005","316949"
"860914","316983"
"1192505","346165"
"1741261","1649574"
"245462","316965"
"899996","316945"
"197907","317541"
"1730190","316968"
"249364","1649574"
"197739","317541"
"1009339","7670"
"197661","317541"
"198245","2107950"
"728225","317541"
"889648","316949"
"1664543","316945"
"200194","317541"
"1551887","721656"
"899423","316949"
"998442","316985"
"197819","316978"
"1945840","316946"
"1089822","316965"
"1866559","316949"
"1656349","317541"
"1741529","346289"
"977978","316985"
"1739825","316945"
"895468","316949"
"1812434","316965"
"476351","317541"
"833217","317541"
"993856","316968"
"896279","316949"
"617430","316969"
"2359346","317541"
"1595626","316985"
"977929","316945"
"835549","316985"
"854988","317541"
"577324","316965"
"1806191","316943"
"349332","317541"
"904952","721656"
"855633","346286"
"1723765","316965"
"727355","721656"
"1928686","721656"
"861476","1649574"
"856578","317541"
"866472","316945"
"312424","1649574"
"2592364","1649574"
"312071","316949"
"312941","317541"
"412113","316965"
"1049091","346286"
"758029","721656"
"1373491","316995"
"2390940","316968"
"867300","316949"
"1308445","316945"
"845836","316955"
"1666781","1649574"
"1658470","1649574"
"966224","317541"
"852800","316949"
"895282","316949"
"1797457","316986"
"2198370","317541"
"2109083","721654"
"705728","316965"
"706820","91344"
"892375","316949"
"310385","316965"
"237178","316945"
"852401","316949"
"403914","317541"
"199134","316983"
"197770","317541"
"2262425","1649574"
"237381","316949"
"309541","316949"
"1044512","316949"
"1098488","91058"
"1014680","316949"
"1653202","1649571"
"1996206","317541"
"200344","316965"
"901294","316949"
"1799416","1649574"
"1308535","317541"
"1000097","316965"
"347047","316999"
"884684","317541"
"604392","316965"
"1804375","1540452"
"348600","316999"
"199342","317541"
"283669","1649574"
"830261","1649574"
"2531292","1649574"
"905225","317541"
"1234239","1649572"
"1191769","346289"
"410995","316965"
"198102","317541"
"1599846","316969"
"654249","317541"
"1665459","1649574"
"2463735","316949"
"904475","317541"
"1995288","316962"
"853019","316965"
"1148430","316982"
"1870681","1649574"
"1602013","797271"
"1190542","1649570"
"1726416","316963"
"1536882","1535727"
"1150093","91058"
"1733864","316982"
"308417","10312"
"903703","317541"
"2472156","1649574"
"1049254","316986"
"1244060","721656"
"861597","346161"
"200133","316943"
"312741","316985"
"856364","317541"
"1147334","317541"
"1191310","316986"
"860901","316968"
"1812419","316943"
"824480","316992"
"1090635","316949"
"1116499","316982"
"1745450","316982"
"312398","316978"
"311286","346161"
"1490727","316965"
"830882","316945"
"1737578","1649574"
"978941","317541"
"2567231","317541"
"197685","316965"
"477391","316968"
"1734917","1649574"
"846029","316955"
"995702","316949"
"891874","316945"
"852169","316949"
"2056893","316968"
"1440065","316986"
"1546881","317541"
"1595989","1792831"
"846127","797271"
"1537458","316965"
"1244695","316945"
"200095","317541"
"197887","317541"
"259122","317541"
"1739776","317541"
"310991","316969"
"310189","316949"
"1665497","1649574"
"1540230","244286"
"1089766","316986"
"848331","2199220"
"1244611","7670"
"1855526","721656"
"198297","317541"
"282808","316985"
"207364","317541"
"1667909","1649574"
"1597568","317007"
"966248","317541"
"197826","317541"
"1652239","1649571"
"314208","317541"
"1235593","91058"
"252078","317541"
"990982","1649574"
"892516","316978"
"2122634","317541"
"2586596","317690"
"349483","317541"
"805448","316965"
"1431245","316968"
"2045032","1540455"
"106310","316983"
"1794904","1649574"
"562366","346161"
"1049633","316949"
"349373","317541"
"727866","721656"
"1368018","317541"
"253020","316982"
"2000025","317541"
"578758","316965"
"1193102","316965"
"1656643","1649574"
"707329","316962"
"406396","317541"
"2178279","316968"
"1120068","316968"
"825130","316943"
"1014673","316968"
"1245715","316965"
"313496","316965"
"198215","91058"
"897329","316949"
"859841","317541"
"895573","316949"
"1659967","1540453"
"749860","317541"
"892297","316943"
"2569627","1649572"
"2584320","317541"
"310434","317541"
"1739772","317541"
"1046787","316968"
"1809524","1649574"
"859383","316968"
"1433734","346286"
"1599657","317541"
"309098","317541"
"798481","721656"
"1490671","316968"
"1053618","316968"
"1099634","316968"
"891893","316945"
"850455","317541"
"731564","721656"
"1656056","1649574"
"198624","317541"
"858607","1649574"
"1718900","1649574"
"2058980","1540456"
"1297761","1540454"
"2199317","316983"
"245014","316945"
"852822","316949"
"577033","317541"
"1996815","316949"
"2562183","346286"
"891775","10652"
"2106343","317541"
"1599803","316943"
"905495","316965"
"2391749","7670"
"252977","317007"
"2105862","316982"
"197894","316965"
"1374726","316963"
"1747185","1649570"
"1944701","1649574"
"198248","1649574"
"1006367","316949"
"1092189","317541"
"312134","316965"
"1362753","91058"
"1090623","317541"
"863176","316968"
"885385","1649571"
"198377","316965"
"1668264","1649574"
"198296","316965"
"1433768","721656"
"998726","316965"
"226552","316987"
"1545309","316968"
"900859","316949"
"1372312","316969"
"636794","316943"
"2284605","1540455"
"199119","316995"
"1737640","1649574"
"242438","91058"
"2168081","316950"
"197498","317541"
"804614","91058"
"901848","316949"
"1721565","317541"
"1305907","721656"
"832711","346285"
"310964","316965"
"308892","91058"
"897590","316943"
"582969","1649572"
"884778","106332"
"204534","1649574"
"790283","744995"
"1358445","316986"
"2274398","1649574"
"1729027","317541"
"2557398","1649571"
"1739813","316945"
"1661332","1649574"
"1102196","317541"
"240637","1649574"
"198882","316965"
"2058949","721656"
"1804799","1649574"
"1876502","721656"
"2053453","721656"
"992478","316978"
"313108","316965"
"1536815","1535727"
"996828","1649574"
"849750","316965"
"310324","10312"
"749858","317541"
"1297278","317541"
"204536","316949"
"1125502","317541"
"877513","1649574"
"1593149","317541"
"317769","316945"
"313072","316969"
"993518","316945"
"1190184","317678"
"1658690","1649574"
"758019","316965"
"313450","346286"
"731326","721656"
"141868","316982"
"852255","316949"
"309985","1649574"
"1992835","317541"
"1801514","317541"
"359779","317541"
"351151","317541"
"833713","316945"
"1046398","1649574"
"644104","1649574"
"313841","91058"
"1251499","316987"
"349276","1649574"
"1790512","1649574"
"198467","10312"
"897624","316943"
"1293736","316949"
"312507","1649574"
"1716057","858080"
"884520","316943"
"800858","316949"
"1299909","317541"
"852212","316949"
"1115457","721656"
"1549695","1649574"
"259567","317541"
"1795168","1649574"
"892506","316949"
"1091646","317541"
"1000862","7670"
"2548833","316982"
"476349","317541"
"197505","317541"
"885225","316942"
"199123","317541"
"824600","316968"
"360094","316965"
"2395783","1649570"
"1546187","721656"
"200132","317541"
"886662","317541"
"801010","316949"
"309402","106332"
"308207","1649574"
"1650922","1649570"
"1807459","1649572"
"106309","316983"
"483446","316965"
"244981","316968"
"903857","317541"
"1871468","91058"
"403888","316945"
"198008","317541"
"284207","317541"
"1923333","721656"
"198382","317541"
"309308","316969"
"310868","316975"
"282746","316965"
"1741046","316945"
"2201521","316949"
"1356688","1649574"
"900066","316949"
"1734475","1649574"
"861816","317541"
"1649405","316965"
"198527","317541"
"979543","316943"
"1804748","1649574"
"2054156","316965"
"849395","317541"
"1666116","316968"
"759741","317541"
"904614","316949"
"1298070","7670"
"901298","316949"
"2046639","316982"
"578330","317541"
"1299889","316959"
"197365","317541"
"1791854","1649574"
"1046277","316955"
"1114896","317541"
"2381145","721656"
"855657","316945"
"311289","317541"
"2174388","317541"
"1986329","316965"
"1996246","1649574"
"1014347","316949"
"1000495","316965"
"1044322","316949"
"562510","7067"
"309097","317541"
"199219","317541"
"686400","316969"
"106234","316982"
"900922","316949"
"1736640","1649574"
"866461","316945"
"896088","316949"
"1658047","1649574"
"1046770","316945"
"1013731","317541"
"2173503","2173190"
"2279454","346289"
"248332","316982"
"2560319","1649574"
"1433771","721656"
"852913","317541"
"1437288","316943"
"1370754","316982"
"1790658","91058"
"2178779","316982"
"2176324","316949"
"2099700","721656"
"1251031","316968"
"1432482","316982"
"896004","721654"
"1112864","317541"
"904955","1649574"
"891812","317541"
"96304","317541"
"897355","316949"
"1307427","316969"
"2279441","346289"
"854801","7670"
"885205","1649574"
"1301959","317006"
"543218","1649574"
"748804","317541"
"205233","91058"
"1442081","797271"
"1810093","316986"
"1300164","316968"
"1099687","316968"
"402506","316945"
"861769","317541"
"197949","316965"
"197435","316949"
"1720760","1649574"
"2473276","316968"
"1087964","316949"
"485707","317541"
"894958","316949"
"1039731","346286"
"282485","1649574"
"810083","317541"
"968692","317541"
"2199323","1649574"
"197895","316965"
"1791615","316965"
"1491642","317541"
"866482","317541"
"1673277","721656"
"1484879","317541"
"636724","316968"
"727360","721656"
"1369972","316968"
"1013904","316949"
"1300801","316945"
"577769","317541"
"360177","316965"
"197988","317541"
"1807511","1649574"
"1098608","316945"
"904435","316949"
"863664","317541"
"898704","316945"
"2099775","346165"
"895987","316982"
"1085741","316983"
"860151","316968"
"1734340","1649574"
"763138","1649574"
"1298348","316968"
"901021","316949"
"402089","7670"
"1191376","346286"
"2199665","1792831"
"1150310","317541"
"1720601","1649574"
"1111339","7670"
"854241","721656"
"1807516","1649574"
"1190776","316949"
"1946730","1649574"
"995093","316969"
"197863","317541"
"542347","346161"
"309090","316949"
"198144","317541"
"830900","316945"
"199877","316965"
"996029","316965"
"578104","91058"
"2399913","1649574"
"992816","11103"
"485338","316986"
"1665697","1649574"
"308050","316968"
"283535","317541"
"853132","1792831"
"2275724","1649574"
"198864","316965"
"420071","316955"
"968777","346165"
"1098416","317541"
"1653780","316965"
"311508","316992"
"902747","316949"
"205324","317541"
"1665050","1649574"
"597195","316949"
"1192972","316949"
"1809754","317541"
"260476","316965"
"308852","346286"
"1298433","316968"
"1806929","316995"
"1000913","317541"
"485414","316942"
"1250484","91058"
"861568","1540454"
"1923047","316965"
"2268103","721656"
"197397","316965"
"801451","316949"
"900040","316949"
"1987017","316986"
"309054","316969"
"1729336","1649574"
"198887","316985"
"1547445","316949"
"204490","316949"
"856853","317541"
"1190122","721656"
"1014687","316949"
"897783","316945"
"1311150","316965"
"1992273","346285"
"1797878","1797831"
"1737566","1649574"
"759481","317541"
"1728072","1649574"
"894780","316968"
"966930","316949"
"1038841","10652"
"1747192","1649570"
"847629","316949"
"1724383","1649572"
"885578","316945"
"1989202","316989"
"2587054","1649574"
"1308569","316987"
"308743","317541"
"727762","721656"
"1040054","316965"
"1650444","317541"
"1739794","317690"
"317110","316945"
"799047","317541"
"1313780","7670"
"198044","317541"
"308459","316969"
"311881","1649574"
"204903","316965"
"1790675","316968"
"616541","316965"
"240741","316969"
"967055","316949"
"238460","316982"
"1005706","317541"
"312940","317541"
"153822","317541"
"825003","316987"
"1049080","316985"
"2058531","316985"
"422998","316983"
"856696","316949"
"763028","1649572"
"2281106","1649574"
"1490724","316965"
"309329","316965"
"885219","317541"
"1734207","1649574"
"242166","1649574"
"860975","316945"
"2569607","1649572"
"1085992","316950"
"313189","316985"
"244382","316983"
"861132","316945"
"1657862","1649574"
"855332","317541"
"1804804","1649574"
"808751","316945"
"2102463","1649574"
"904547","317541"
"199240","317541"
"312521","1649574"
"1047881","316968"
"895008","316949"
"2593376","316969"
"904965","316949"
"830869","316943"
"2590641","317541"
"1795252","1649574"
"198285","317541"
"2059223","1649574"
"1114485","316945"
"311097","316986"
"2184152","317541"
"904868","316949"
"198886","316982"
"1923426","317541"
"1729584","1649574"
"1192745","346286"
"315140","316992"
"308429","316969"
"2182338","1649572"
"1665467","317690"
"2583649","721656"
"1537811","317541"
"898601","1649574"
"245208","317541"
"197636","316965"
"1599543","317541"
"1098134","316945"
"897380","316949"
"2286275","317541"
"253039","316968"
"197845","316965"
"1538137","1649574"
"1657867","1649574"
"754761","317541"
"198906","317541"
"1736854","1649574"
"894970","316943"
"1604394","316965"
"1794905","1649574"
"1666320","1649574"
"1111748","316968"
"197947","316965"
"897366","1649574"
"1426600","91058"
"199832","317541"
"897998","316949"
"2000011","1649570"
"995278","316965"
"283417","316965"
"312969","316949"
"1246316","721654"
"1423691","317007"
"2121065","316968"
"476137","346285"
"1046799","317541"
"2049878","317541"
"241509","316982"
"991486","316968"
"1375960","316968"
"1313969","316965"
"389221","657710"
"198025","317541"
"825413","317541"
"238019","317541"
"898690","317541"
"347023","316999"
"801403","316949"
"1602023","1649572"
"1986437","316999"
"1430446","317541"
"360344","316945"
"198412","1649574"
"1595764","316945"
"313532","316949"
"752894","721656"
"836284","316992"
"745462","721656"
"238154","317541"
"1855052","1649574"
"1988673","317541"
"1487074","316986"
"1006361","316949"
"707251","126542"
"852041","316949"
"349194","316942"
"1999387","317541"
"833711","316945"
"1870631","1649574"
"1233607","317541"
"313109","316965"
"1665685","1649574"
"895474","316949"
"1090559","721656"
"728118","346165"
"897508","316949"
"1249083","316942"
"198300","316982"
"2170296","1649574"
"1232716","316962"
"333832","91058"
"857297","316965"
"309986","1649574"
"1436239","316943"
"1543162","346286"
"730981","317541"
"851929","316949"
"308189","316969"
"1425120","316968"
"1049374","797271"
"1014326","316949"
"900749","316949"
"1536880","1535727"
"2053509","317690"
"204899","11103"
"1297562","316949"
"1866543","1649574"
"1294348","91058"
"198761","2107950"
"1791736","1649574"
"1053647","317007"
"250939","316983"
"1494097","316982"
"1665326","1649574"
"200240","316968"
"2048005","346165"
"901342","316949"
"2563983","317691"
"197738","317541"
"833135","317541"
"847628","152903"
"312736","316949"
"861743","317541"
"979480","317541"
"854235","721656"
"886622","316949"
"616480","346163"
"1862700","316945"
"309637","316965"
"1649600","1649570"
"351121","346289"
"860886","317541"
"1483318","317690"
"1791588","1649574"
"308052","317543"
"995281","317541"
"797892","797271"
"834348","317541"
"1368932","317541"
"2103177","317541"
"1047786","317541"
"730780","7670"
"1294567","317541"
"1743855","1649574"
"800062","316951"
"2587794","1649574"
"856992","317541"
"359500","316945"
"993541","316945"
"861004","317541"
"896218","744995"
"1874902","316965"
"1297404","316965"
"1426579","317541"
"1544556","316985"
"1441565","317541"
"1605074","721656"
"1791691","317541"
"830865","316943"
"1093060","317541"
"1492052","316968"
"2468237","721656"
"562379","316964"
"861227","316943"
"1942879","316985"
"476845","317541"
"1099653","316969"
"314241","316945"
"1797844","1797831"
"657561","316985"
"2203891","317541"
"1804176","346286"
"858056","721656"
"2119567","316943"
"2536434","1649574"
"846929","316965"
"1250921","316982"
"859048","317541"
"1091325","316965"
"1299662","316965"
"901375","316949"
"877014","346285"
"636671","317541"
"630923","316982"
"251374","316942"
"799048","10312"
"1098418","317541"
"1734937","316982"
"1492744","317541"
"857174","317541"
"197502","317541"
"197683","317541"
"347021","316999"
"1811002","316945"
"2568661","1649574"
"313364","316965"
"866103","316945"
"1648774","316965"
"313219","316965"
"2044922","317541"
"1100457","317541"
"852351","316949"
"1148394","316982"
"313090","152903"
"852749","316949"
"708071","316985"
"198640","317541"
